150000 3
-2244 -2189 3285 
-3672 9625 341 
8988 -6218 5541 
-5292 -4024 5272 
-1905 -4138 4760 
-8303 -8990 -4982 
-5781 -6490 8841 
1525 7522 6881 
9385 3101 7832 
-4076 -341 -2250 
683 -742 -8477 
-3556 2853 -8187 
-385 -3420 -9964 
2581 -9326 -7920 
-9622 250 -2012 
-6599 -25 8094 
9794 -2291 -9878 
-7786 -2385 4038 
-1616 9468 8490 
619 2058 -6655 
8588 259 3271 
9204 -9966 -4084 
-8168 6729 -498 
9587 -3005 3405 
-205 8408 -4794 
3425 -982 8155 
113 7672 6781 
-7019 -6792 6142 
1831 -8450 8867 
7816 800 -2881 
5161 -8769 6244 
8400 7602 -1566 
-293 -8484 8232 
3391 6403 -3208 
-4669 918 9903 
-8497 -5752 4067 
6703 9146 -9848 
6345 3995 677 
2475 -8895 -1371 
-7271 -1215 7394 
-6712 4756 8021 
8735 8578 -7242 
8014 6942 -4565 
9701 1753 -2173 
4109 356 -1364 
-9771 -1073 9573 
3170 5082 8122 
-661 8951 -1143 
3880 -288 3340 
-2859 1481 -3611 
-3554 -7689 -573 
-5270 1900 -4535 
9215 5183 2088 
-7922 -6128 6694 
-4395 -2790 -7059 
1121 -9375 -3922 
4815 7218 6476 
4992 -2065 7192 
-9184 9700 -4621 
-4232 8258 39 
2668 -9082 -6080 
3032 -9084 -4805 
8275 8522 9875 
-1504 40 -877 
-8543 -7753 -7467 
-4839 -5800 3056 
7530 -1741 -7862 
8641 -6218 5192 
8461 -9692 -7971 
816 -8866 6531 
8591 -8595 -4287 
7945 -4982 662 
-566 8645 -4988 
6442 5178 -8770 
90 2212 6728 
-4114 673 7773 
2925 2585 5024 
2585 -7469 7968 
-9160 -870 732 
8286 -8619 5607 
9119 3899 9787 
5929 -6191 -7326 
89 2506 -6228 
3577 -5421 2996 
2410 2787 -4382 
-1091 2587 -8755 
-5319 1857 1192 
6591 687 -194 
1229 446 -7766 
2116 -7146 4186 
-5636 -1140 -396 
5199 -4396 -6472 
-4361 8290 3167 
-3636 3340 798 
-7846 3712 2796 
-1099 -3299 9623 
9535 -7771 6014 
-8316 -2077 9667 
-7673 1446 -6277 
7053 -9889 -9578 
-9242 7570 -8058 
-7489 5467 -7499 
-8654 -4609 -6957 
1867 -6285 -1193 
-245 6791 6243 
7437 793 -614 
2986 8978 -9716 
-506 -1275 -2136 
-1932 -2326 9024 
9179 -6276 9531 
2543 -7972 -9305 
5025 2690 5014 
6694 -8841 -7265 
-9283 4756 -6247 
-8111 6683 -4018 
-9569 5518 -2137 
-8522 -9353 1368 
5290 9868 -2046 
-6423 -4083 -1655 
-7178 8080 -9167 
4130 -4463 -9942 
-6251 -1230 -2938 
138 -6117 -4681 
7930 3111 -8372 
-5950 4246 -5183 
-1310 -5649 -9169 
612 9934 -4640 
1300 -7591 3875 
3405 -7871 -6142 
834 4065 9181 
3526 7065 -5670 
-6692 3414 8392 
-6012 4267 4058 
6288 634 -1442 
4561 6195 5244 
-3979 -6015 -4586 
-5860 8164 -9872 
-7781 -8244 -2725 
3920 -5381 -8011 
9103 -9780 4065 
7755 3166 -1392 
-12 -1389 -5778 
-5576 247 5631 
2375 8589 -7261 
-3396 -7921 -5583 
8154 -2641 8091 
2011 -6055 5848 
-3812 9963 -7494 
4159 -318 -6595 
3638 -8446 -7240 
-5210 3873 8849 
7829 8786 1708 
4965 6634 4155 
-8725 3296 -3810 
-4163 -7435 -7412 
4769 5668 7640 
-8995 -7698 990 
-1422 373 -5098 
-5710 -8333 5200 
4588 8968 5858 
6158 -7465 -6047 
-5148 727 3952 
-8849 -678 -5149 
3951 -6274 -717 
-8895 5102 -7464 
-8552 9874 346 
-5014 -6786 4212 
-9825 1688 -9233 
1919 -7309 7977 
-7232 -8636 7937 
7765 -436 -7210 
-6334 -9583 7855 
-9220 -7074 -3549 
-18 2788 2805 
514 1547 -2083 
3610 -3000 2735 
-3102 5495 111 
8084 6180 -851 
-6872 -3268 -8501 
-6810 -8036 -1914 
-7773 -499 1352 
742 -4936 -1018 
-3661 -6453 -5857 
9006 -1472 -264 
4906 9714 -4537 
5891 2134 -2515 
5649 1772 -2262 
-6788 5480 -9478 
-4926 -7737 3239 
-2258 -5206 -1537 
-7826 3049 104 
-3618 5915 979 
4943 -4192 -9465 
6161 -5859 6696 
-4320 2556 5588 
-6936 -4241 3655 
-1147 3589 9488 
9227 -2623 2708 
-2604 5936 -5546 
8466 -7677 4262 
-4391 6748 8718 
4084 -4626 -7581 
9265 -507 -7052 
6384 -7509 -2898 
-2545 1525 1766 
-2664 -3361 4964 
9086 -1584 8598 
-9791 2432 -8966 
-3815 -6607 -1593 
-8721 -9810 4016 
8039 3131 -4720 
7967 -5886 -1578 
2290 8337 -3930 
6449 -6819 3134 
9911 -3863 7540 
6674 -8075 -8646 
8169 -2163 -5248 
3103 813 6810 
2642 6735 -9519 
8777 -5777 -3845 
5127 -518 -6036 
-5097 9948 -9194 
2129 -4887 -5201 
5666 6080 3868 
2370 6909 -1306 
-3771 -4511 9346 
9568 664 -8891 
6337 4961 536 
-4872 4180 -7541 
8180 1602 6737 
3158 5308 5588 
-7643 -5709 6489 
4276 -6778 8988 
6555 8302 -1184 
-2374 3639 6132 
2082 -2419 4406 
-4311 -6687 -703 
-4415 3107 -7219 
-1393 -5178 433 
-7224 -7576 -590 
-4598 -6520 5119 
175 -499 -9944 
-9799 -7221 4453 
9942 -1154 4937 
-6355 -6607 -2782 
9387 -1689 -1724 
-2246 -1634 5260 
-7005 -5286 1513 
-4570 -6943 -9464 
-9849 -8465 477 
-9409 5976 9676 
1388 -7645 5781 
-4939 2255 8781 
-4534 4878 9331 
-2123 7819 -7123 
110 6902 -300 
4156 -4118 -5843 
1601 -8570 2106 
-728 126 -2050 
8855 318 -1814 
6385 -795 141 
5754 3657 -5203 
2343 -9401 -1888 
7426 5162 9014 
-938 8792 -6907 
7565 6783 -287 
3255 -4284 -8906 
-316 -713 9388 
1114 7881 -6145 
-5123 -8058 6094 
3518 8227 8855 
-6406 4747 -7841 
-8588 2327 9308 
1896 1025 2994 
-1928 2119 -3630 
4143 8332 3674 
5685 6685 -1629 
532 -2047 2028 
-6388 4112 -9862 
-8365 8852 -1830 
-9251 -8736 6374 
-220 4090 -2691 
-1469 -9996 -1330 
578 -2659 8366 
-3168 6909 9478 
-6976 -3284 -8641 
-6607 1359 -7628 
941 -9161 -8201 
6472 -3967 -6937 
-178 -2512 -2628 
-5094 6119 6655 
-8991 -4223 1181 
-6235 -7975 -3690 
3862 712 7916 
-5164 -3053 4917 
-1230 -6747 6664 
5675 2082 243 
-2814 970 6402 
8476 126 6852 
805 -4116 1201 
6042 1855 -1156 
8033 3496 -381 
2204 5128 1078 
6802 -4435 -8865 
-5508 3454 -1773 
-4861 -8061 4668 
8829 1622 -9211 
-9568 5541 13 
-8816 -1959 -915 
8517 -5000 9274 
2417 -5499 9819 
-9310 -3902 6941 
8408 8222 -7056 
-911 -9553 -2942 
-472 1670 -4252 
7316 4210 6600 
-800 1293 9232 
-9993 832 3633 
-9354 -8841 -7504 
-5368 824 -6565 
-1916 8120 9615 
1316 5883 -284 
196 6616 4054 
3309 5014 -8563 
-2350 -7482 -5574 
1112 5108 2992 
6735 -9772 -287 
-8205 -9617 -4681 
3479 -2964 -7239 
-6607 -5733 -6427 
-6319 -3561 -5444 
-8791 -7748 -2860 
-4716 3243 -9673 
4660 7847 -6374 
-7917 -5762 7919 
-2009 3706 7533 
-8243 4963 6500 
-5557 -8124 189 
-7336 9170 -8197 
-2044 -9584 -1437 
7146 -7566 -6813 
-8337 6703 2526 
-7980 5126 -3950 
-2014 1224 5180 
7316 -4481 -6412 
4164 -9817 -1342 
7753 1581 1052 
3002 5068 -9235 
2076 3968 6691 
6668 -1273 2632 
-5354 -7169 6208 
5855 -5979 -2107 
-9480 4744 -6478 
2778 -2488 2521 
3090 1 -8322 
6259 -3301 -3603 
9235 -7767 6999 
-4448 -6032 2010 
-2555 -7582 -8250 
-2372 5270 7781 
-5256 -5549 -6444 
-8954 3820 3152 
7032 6243 5262 
5707 5243 3128 
-7521 -8011 1103 
-8114 -5101 -9729 
4726 -7468 -644 
802 7860 9628 
-2547 -688 3547 
5364 1902 6489 
-7538 -3359 -905 
5826 -7545 -9650 
-3572 -3408 -1905 
-4842 1226 -4778 
6355 8616 -4564 
-7500 77 -6696 
96 -417 -3343 
8186 2968 8811 
-3739 -7602 5257 
4090 9468 -2036 
-1208 5581 9932 
-272 2716 6277 
-947 -8306 3171 
6444 3406 4979 
9897 6054 -4318 
-8280 -5428 8072 
5632 -6414 3689 
5752 4227 9817 
8328 6521 9519 
-4277 -9965 -9343 
1992 354 43 
4315 -5671 769 
-5299 -5860 -6850 
1831 9748 -9375 
1020 -316 2740 
325 -7728 8095 
6787 -4342 4316 
-6834 631 785 
-380 7192 -2078 
-7343 -4245 -7871 
7183 -9895 -851 
7178 -9353 -9382 
-9849 1033 1413 
-2600 -2100 -263 
7085 -8090 -2051 
-7031 339 -5404 
3368 6397 -3001 
7572 -3988 -239 
-264 -1447 -5012 
-5468 7630 -3558 
-8373 -6463 -8372 
5719 9310 -6154 
4513 -339 -8048 
-3167 -6754 -3158 
9547 7960 8949 
8696 5480 -3291 
6788 9900 952 
2263 9236 6113 
-635 2106 -2514 
8465 4491 9326 
-1024 4114 -7391 
-9469 -6600 2106 
6 -2320 -8279 
3079 -7042 6307 
-6753 4453 -9640 
-9869 -4749 7010 
-9246 6599 8516 
-3947 6492 6776 
-4315 -6157 -1998 
7818 4145 -3361 
8297 -9110 -6086 
1805 7993 261 
-8861 -29 3652 
9345 2008 2271 
1419 -807 -7926 
8964 -15 384 
8774 4357 -8902 
-6449 2929 -3381 
6595 -8630 4112 
-5889 4040 -3029 
2339 -9113 -3696 
2988 -1359 9425 
8785 -9633 -8877 
9141 4820 6173 
3414 -3976 -3912 
-5150 6363 2615 
8808 4332 -4540 
6929 8592 5859 
-8606 8045 4826 
1356 9340 6392 
-3847 1597 9929 
6991 -4934 -9249 
-6659 -3343 -75 
1825 3896 -4912 
8654 -7916 -6392 
-4456 -6187 -8165 
8530 4744 6165 
-9188 -5452 -6302 
-9188 2180 2962 
5640 -8310 6284 
9022 -5792 -6921 
-941 -8526 -1123 
1675 2430 -2019 
-9799 6438 6745 
5393 7168 -7894 
3700 7393 -7633 
4699 -2968 6163 
-8985 6617 -9875 
-9627 3581 -6991 
-3263 -220 4174 
3783 8593 -1 
3957 6398 -9249 
-3088 -4902 -5483 
-9601 7909 216 
-2272 -8064 -4429 
-8998 -4224 4345 
2562 -3567 5453 
-1862 -4168 -3405 
-671 6557 962 
-1373 6045 -2518 
7239 6291 4506 
-9375 -7759 -436 
7965 5682 4692 
2774 -1152 -7389 
-614 -5016 -3295 
9387 4528 -6132 
-8908 8829 4727 
8726 1532 -6948 
-6431 5095 7784 
-3025 -2666 -8387 
8407 -4531 -778 
4497 5174 -8042 
-2601 6871 6527 
-5853 -3268 -524 
-6161 1803 5924 
-8740 -3754 -8683 
6482 -5694 7594 
2861 7723 -9267 
3142 -8713 7085 
620 6639 6607 
-4815 7430 -5602 
-7287 777 5005 
-400 2877 7272 
-5697 -4647 1526 
9536 -254 -774 
7215 641 6678 
7599 -5881 5341 
-7432 254 -9172 
8587 8413 425 
8747 -4510 -9433 
2231 -6211 -4645 
2076 -229 -1282 
5945 6791 -2370 
9884 232 -5685 
303 1488 4822 
-728 9130 -6784 
4641 3554 2945 
-1658 -8476 -6413 
1439 -9702 -7920 
9505 -25 1398 
-7734 -2663 -656 
9204 2252 3091 
5040 -8707 -1850 
-2525 -6090 6528 
-3583 533 -7962 
-8237 -3119 -4875 
8368 7101 -9189 
-444 -1445 -9421 
-2691 -7963 -5252 
-2828 4847 2103 
-6332 -5457 2977 
6885 -8347 8182 
5865 -4850 3114 
3844 162 2799 
-875 2305 8785 
-5233 1126 8524 
-1299 -175 3141 
-8228 -8424 -6945 
2243 -2551 7364 
1757 -9242 -622 
-9887 4504 -4275 
-5301 -8352 6657 
6373 4682 -339 
-6086 4189 2225 
-2418 -2523 -9559 
-8864 -6622 905 
-6514 236 6053 
9425 -7903 -2713 
9772 3044 -6122 
2214 3001 8594 
3315 -7019 89 
-9625 -60 -1664 
-4125 -9368 -7809 
6061 -8289 9305 
9069 -5728 -9361 
2860 -8172 -8081 
-6298 4472 -5353 
3778 9991 4252 
2452 3741 2092 
-3035 -6730 4918 
5226 -8967 4841 
-5046 -6307 -2255 
-8828 8997 -9792 
-5859 4198 4201 
4400 -5983 -4060 
-1803 -9325 8580 
1526 4886 4525 
-8498 9928 5486 
-4175 -7685 -2317 
-9097 -271 9618 
9837 -4459 -6691 
6159 8047 6333 
6253 4628 8324 
-9129 -4865 8071 
6512 -3711 -2611 
8623 3536 -1673 
5812 5419 4947 
-5461 -6260 -8899 
604 -5381 -5503 
550 5557 4636 
-4269 8841 -5224 
1918 -8912 2846 
6118 -5525 2614 
-9698 1485 5064 
9119 -4870 -6316 
-3802 3404 5856 
6874 -1053 -9781 
8087 -9462 9385 
6576 6478 8655 
-6982 1358 4708 
2272 8479 4959 
2954 3165 -4796 
-8248 -8733 -7142 
1864 -7232 9673 
4654 -1508 -4560 
5204 3335 -7680 
-9596 -1287 -7364 
-2113 -7659 -8114 
8970 -9248 6194 
4334 7427 6259 
9110 2276 1664 
2327 2129 3571 
7113 -2236 1882 
9923 -2443 -4813 
3244 1723 -1084 
-9368 483 -3998 
1861 -2303 -5773 
7975 -990 -6551 
7628 3537 3174 
6344 2961 -9161 
4028 -9440 -451 
-3627 6852 5466 
4836 8385 -2253 
4419 -7866 -8566 
-8844 670 1184 
-5251 9028 -6588 
4632 -7144 5771 
3620 572 -7931 
-3530 853 -6201 
-1215 -6701 -1136 
1592 5539 -4151 
6649 7229 -9475 
3410 6067 417 
-4798 6223 -2971 
-3851 5379 3630 
-7981 -4346 -1974 
-4924 -2777 -62 
7039 9882 6766 
-1725 -7820 -7175 
9385 -2231 3877 
-3241 1492 -9578 
4005 -826 -6961 
9643 -9425 1966 
2216 7134 -2752 
-3250 -8461 -7235 
6083 -3470 7869 
3497 6771 987 
5651 2223 9803 
5686 7808 -4115 
-8419 -2197 -9728 
5190 -5786 7107 
8102 9523 9931 
-4252 -4198 3230 
9479 3858 -4531 
-362 -5733 -4583 
7735 3482 1145 
3201 8808 -9920 
2591 6627 -807 
5196 -322 -3142 
8315 6680 1822 
1474 -592 1780 
-3449 -4163 -3471 
1222 -8072 2362 
858 -8286 3245 
8051 6707 4778 
-5546 7534 -2487 
4705 -9596 496 
-3844 -1010 -4141 
2391 -1859 -7702 
2594 -9165 -3211 
2111 -9169 5338 
7773 4739 -6925 
2590 4877 -8108 
9419 2169 -7413 
9547 8444 1172 
-3025 1991 9947 
8229 2776 7253 
8006 -2 1873 
5105 4409 -4965 
-4182 131 6136 
-5569 2913 3857 
-4610 -907 6866 
4135 -3400 -428 
-6324 765 8997 
-6402 4070 4372 
2446 98 4493 
-8895 1581 -8173 
-1559 -4656 6220 
8448 -99 9170 
-2728 7962 8807 
5775 1717 -6864 
-5746 2058 -6091 
-5744 8677 -6008 
-4937 -9330 1347 
-8400 6242 4294 
-3741 4031 -4080 
1770 130 -2837 
5713 -3208 -2071 
1201 8227 3894 
8350 2522 -5060 
2175 3024 4183 
243 1052 1982 
-2618 8107 6425 
6027 9866 1155 
7847 -7271 9902 
4608 781 -4592 
-297 1015 -1459 
9291 9434 8563 
7921 6942 -1320 
3997 -3022 2037 
-1601 7797 7767 
832 5037 -5208 
-8874 -5176 -7494 
-1696 4647 4609 
6628 1199 9971 
-2997 -1514 3542 
-3155 1632 4094 
6389 2203 9930 
8713 -9523 -8790 
-3390 960 -1680 
-2140 233 9612 
9493 -2340 6828 
4109 9146 8169 
-4740 -7938 1774 
-6822 -6726 -2270 
-1313 2037 -4061 
-2106 3225 6591 
-2593 7530 -9506 
535 -553 1172 
-4544 -3599 7954 
-1851 9644 -7907 
6249 6830 -9882 
-7143 9215 8908 
4958 -815 -6333 
-8502 -8152 6382 
-7074 -8307 2623 
-4954 -8050 -2893 
-2303 8174 1564 
4965 940 -6261 
5305 5256 9348 
-2853 -5605 9134 
-8639 4728 2168 
8031 -7540 547 
-5892 -1708 243 
602 -1384 322 
4425 -5497 -3885 
4574 -5335 -679 
-7342 -9865 -8961 
5499 -8963 -1897 
-4855 -5447 9431 
-4254 9480 -3594 
6133 5986 4067 
2207 404 3701 
9609 -2648 9622 
6617 -7898 -1633 
2450 -9616 1408 
4749 1887 4771 
945 -1689 -6320 
-5418 3032 924 
2194 9913 -7120 
-1960 4770 7695 
-1810 -4545 -267 
6157 5768 7266 
-3613 2668 -1226 
-557 -2963 1557 
2419 2144 -3526 
5678 3248 340 
5758 -9995 1384 
-1226 -401 -8476 
-1524 976 7268 
-6721 -207 -2293 
7251 5961 -2407 
-9508 -9810 4216 
-5285 9190 -803 
-5138 9548 1244 
5066 -294 8372 
-6942 -4807 805 
-4800 -2645 8666 
-839 1000 -9875 
3290 -5898 6119 
-9673 6968 -4605 
470 -791 3787 
-116 -527 6086 
3262 -467 -7469 
-3798 2892 2335 
3933 -4642 5766 
2823 -5381 -3771 
-4800 -4215 2059 
2853 3906 -6798 
-6771 7339 -5952 
609 5520 2295 
2236 4984 -307 
1801 3312 -3998 
4997 8018 7118 
-9934 9738 5220 
-349 -5485 -697 
9612 -2964 -5064 
1471 -8756 2794 
-1439 3000 -3730 
-314 -6562 -6964 
7218 -3532 9040 
1839 -6440 8680 
-1347 -3337 1420 
310 -7545 -6285 
-8683 4961 9392 
9491 -2906 -8068 
1560 -5101 1177 
7636 4854 5999 
7667 -2637 8748 
1851 -6652 6904 
-2120 8077 -8898 
-5390 6504 8050 
-5569 -446 -2261 
-4621 8984 4973 
9158 -7372 -6634 
7376 -3575 -9278 
3491 9970 -7135 
-2717 805 6892 
-6520 -9542 6467 
-1160 3975 -7788 
-4273 -1541 3615 
4324 1040 -8361 
7400 6615 393 
9693 4710 -1853 
-3234 -3042 -2726 
-4171 -5879 -7846 
5436 -6791 -6021 
605 -328 5428 
9976 1300 -4710 
-4374 -4691 -1751 
-556 -8562 5522 
341 6945 -6179 
5817 -8902 -3434 
-3371 -3011 -2033 
522 4853 -1432 
-5404 -1339 -9439 
1448 -583 8539 
-3664 8443 -6758 
-5675 -5364 3363 
-6358 -9081 5440 
-4381 5566 -3757 
3830 -5608 951 
5233 -8460 -1636 
-4905 -8453 4579 
2001 2100 -4160 
1065 -8624 7783 
-9928 -6914 -5299 
-1968 -1642 -9694 
-8746 -1806 -1315 
5705 1762 -7547 
161 4234 -569 
1706 7983 -6587 
-8104 2939 -4570 
3812 2933 -5769 
9028 6319 3763 
-2439 5611 1983 
-2203 5879 -1429 
-8408 7962 6742 
-4275 -2192 3494 
4325 -7467 2509 
2329 525 -4946 
-1816 -7744 3476 
-2179 -7671 -8873 
-1066 -2107 -4230 
6198 9001 1711 
9551 7467 -2804 
2108 -4403 -6698 
3031 6062 -2796 
-7617 -473 -4953 
-6064 3140 1130 
-105 -3144 9169 
-9574 -6168 40 
7858 3468 3793 
-9854 -8417 -4492 
-5415 -3186 -8617 
-3558 5722 3010 
-2859 -7849 425 
-1524 -1956 -423 
-9608 4631 3017 
4583 9267 5536 
-6858 2834 4716 
1627 -3214 6385 
9147 8198 -5874 
7698 -3989 5551 
2711 -1752 2170 
-5759 4008 -6379 
12 4707 337 
9056 1751 2928 
-5144 -1352 4543 
5407 -7265 2087 
-3424 8320 -1730 
9290 -1625 7549 
541 -6386 8267 
-7515 146 -5358 
-6178 -2293 -8664 
-2665 -8562 -8150 
-5060 4085 -4982 
-8851 3462 520 
6002 -258 -2970 
180 9882 6475 
-9641 8312 -5447 
-8010 5178 3290 
-3101 572 5099 
-9911 -2398 -520 
-6929 6019 -4641 
-660 -7490 -1749 
-6531 -480 -6610 
5551 -1566 4807 
-1682 -3210 -6653 
6945 9693 -4058 
6306 7669 4058 
979 -2424 -1202 
5149 3989 8694 
9902 3455 -3716 
3414 7855 2727 
-8342 4722 7185 
4280 -9856 4525 
-782 -8480 579 
-51 -7529 8718 
-616 -2924 -3402 
-5894 -2844 -2213 
-5013 5860 -9431 
6675 3947 -3693 
1126 -7902 4292 
8422 7802 -3850 
-218 4806 -9244 
-6978 5398 -4772 
-9401 2064 -9631 
-5893 -5211 3185 
-6165 -3654 2979 
5128 3734 9381 
3940 -2197 -4742 
-5764 -3086 9586 
-1760 -4181 8778 
-1192 -4279 -8310 
-1788 -7134 3415 
3168 4934 8979 
3109 -9753 9233 
-2746 680 7207 
2898 -5854 -5488 
15 -6793 -4760 
5245 4839 -2849 
-4266 -8594 6936 
-9215 795 124 
9734 -3742 7156 
9265 -1266 -4512 
8729 -8503 6914 
142 -9452 -3260 
4460 -2527 -2165 
-9533 7185 -6643 
3792 1196 -1075 
-7604 8724 -174 
2389 1086 -243 
1088 -2179 6558 
1227 1069 -8738 
8820 -8780 -7934 
-542 8816 -4290 
721 3756 2666 
7396 -2729 -7181 
-9773 -944 303 
-3042 -4857 -4243 
-9719 -1521 -2564 
7348 -9507 1173 
4857 -9263 -5984 
8220 -187 -9237 
7256 -1216 -2294 
4409 8869 2771 
1126 5681 -3057 
8528 -6839 8011 
4904 -9254 -4131 
-4344 -4548 3943 
-2219 -3629 9606 
3786 -6767 -5782 
-4273 -4098 -7494 
-6509 -9865 -2493 
-3097 8921 8243 
-346 -3481 -2599 
5649 -7242 5604 
3792 5718 7343 
-3324 -9841 -6024 
-6502 2947 5817 
1383 -9162 -9749 
-4685 2689 5680 
-1698 -500 5887 
9778 2970 293 
-4010 33 -7238 
-5872 -8570 -1 
2788 5989 -10000 
8944 1571 -8838 
1334 2243 6172 
-2230 4263 142 
4086 5010 -1556 
-1149 -1306 5438 
-4939 1087 -7685 
-9789 -9371 2018 
-1782 9105 -4017 
7965 7908 -4288 
9498 7544 7907 
7688 -1542 -570 
8664 -4692 -5051 
8616 2964 -9993 
-7664 7233 -3267 
4687 8983 5222 
-4884 8925 4888 
43 -9658 -6862 
-979 3900 -2104 
-832 1551 4734 
8164 -3602 8582 
437 -9184 108 
942 7805 -2602 
9326 7140 -7708 
-3130 -7395 1382 
8580 -2701 70 
6065 -7640 -4805 
3366 1540 -6810 
760 9532 -844 
-953 -5065 7301 
4620 -9117 -3574 
1272 3833 46 
-6520 5608 -8095 
-5601 8207 6627 
8423 -8543 2725 
-7017 9694 2251 
8277 -6247 -9652 
-5831 7080 -895 
464 -5307 -6202 
8200 -5412 6509 
5810 -4148 359 
-6521 8679 -4366 
-7298 -2680 -6358 
8751 -3205 8775 
-4135 196 -9582 
8701 8015 3059 
9327 730 -434 
5324 7955 -8858 
1472 6022 2635 
-3105 -3257 -1464 
320 -1521 144 
2609 1722 -1607 
-9273 -4346 -1607 
6118 5822 8109 
4219 -1090 3374 
1035 1963 8885 
-6243 -4356 1753 
-1170 -3231 -2592 
-8833 -4043 2835 
9878 -9887 7084 
4251 -4122 8202 
8087 2464 -1419 
7122 -3871 -6153 
4366 -3644 -4713 
-3031 4884 -507 
1591 9549 -6840 
9507 -1532 -2720 
2178 2768 -6530 
3066 -4368 -2750 
4955 3172 -616 
593 -1963 -192 
3863 -3166 -3605 
-4599 -6736 2235 
-7223 88 981 
-7954 -8952 1869 
5745 -4888 -4498 
-2236 -1818 3877 
-2565 -695 5003 
7448 3884 9982 
1857 -7593 -2518 
4400 1641 1650 
4370 9822 -8326 
5567 -190 7088 
-4113 -6523 3700 
6577 6084 -7157 
6027 -1677 -9148 
-3727 8531 8425 
-7454 9751 5487 
-5607 -2215 7798 
5498 7954 -600 
6014 4006 -2859 
9387 69 1033 
6706 -4907 624 
7194 8227 1034 
-2454 9524 -5315 
5220 8624 -1070 
-4826 -7269 8066 
-1620 -8008 -4902 
-4390 -7082 3892 
-2875 3594 8855 
-9537 -6836 -9883 
422 8268 -2726 
887 5697 787 
-2905 -523 5878 
-1282 -7215 5206 
-3316 3577 8818 
9080 7049 6354 
-3338 2626 4297 
-9811 -2799 7609 
1558 8245 7107 
-9166 7050 -5196 
8912 4157 4195 
-6978 -4160 -5364 
-7414 659 7864 
3479 -522 9352 
8902 8687 7053 
4124 9298 -2961 
853 821 6859 
2768 -9717 8985 
6266 814 9357 
1598 4763 958 
-7465 5350 241 
-3352 -6187 4234 
-4263 5272 -1396 
-9922 5181 3796 
3127 -3800 -186 
9829 -4009 -1741 
-4606 1549 100 
3805 -3020 8546 
-5116 -3727 -608 
7862 -6485 -6946 
-5074 -836 5915 
-6108 -4424 -8896 
-6620 -2064 9334 
-9594 8502 -9471 
6043 4364 -663 
-2324 3840 -4375 
-5521 9962 3862 
5897 -448 -9178 
7667 7674 605 
515 4005 -7660 
-4027 -1093 4662 
7513 9867 3304 
-5106 8655 5757 
-4146 7107 5660 
-8644 -6703 -2979 
-4177 2695 8391 
-749 -222 -4882 
8633 2351 22 
9319 -762 -7311 
-5013 -2133 -3690 
6334 5967 -6643 
3487 3755 -3420 
-959 6253 7608 
7336 -9569 2789 
4670 7385 -1571 
4681 6295 -8443 
5920 635 5243 
5202 1602 7146 
4182 -9280 -8769 
-428 -8081 -4928 
-6304 4418 -579 
1840 -4348 9145 
1605 -3855 2391 
6231 -7464 -1657 
-8778 -9775 -4113 
4993 6305 -7860 
-7989 -2227 -6585 
-1420 9648 -934 
-6584 406 -1637 
370 393 7836 
683 -1067 1618 
-9209 -7066 1668 
-2942 5881 7474 
-9915 -9478 3036 
2557 -244 -3975 
-3247 7577 6337 
596 -9699 -4796 
-6256 4524 7138 
8352 -8414 -6827 
4515 -2583 3451 
-6170 -5318 -8294 
8665 -3148 -1914 
7779 -7832 -1934 
5084 -4240 2674 
-1244 2522 8737 
-8483 -3755 -5103 
8760 -7999 3602 
-4741 5125 1809 
9295 -3050 1953 
-1786 -1522 8560 
-3129 -3350 2649 
-6046 623 -7906 
9465 -9048 -4751 
3473 9317 9306 
-9065 -7740 -3208 
-2626 -3169 9590 
-7614 9559 580 
-622 7841 -1801 
-1655 2669 4966 
6450 -3406 -1628 
3778 2732 1674 
-1940 -2341 -2396 
4165 354 6848 
36 6295 8740 
-5238 -7106 -9074 
6227 2840 2334 
-8831 -8365 9274 
-7065 -6772 -2159 
-1780 2248 4297 
8684 -4341 5022 
6849 -1920 2157 
-7823 3508 -2589 
-879 -3809 8099 
9795 -6718 -5126 
4551 9639 903 
925 4497 -5053 
-7038 9071 -9421 
9468 -9814 6434 
3339 -4711 5832 
803 -6471 -406 
-6004 8606 7204 
-3242 -3459 -851 
3533 -8053 6050 
3688 -3712 3501 
-4878 -9637 7369 
-3355 1845 -1503 
-5219 6621 6858 
-8880 7863 648 
-1329 1986 7951 
-8228 4294 -7526 
3132 -450 5087 
4282 -1578 -1042 
203 8348 -9757 
3672 3028 -8512 
-8023 5754 8423 
-1158 -6737 -2037 
-1466 -2179 7110 
1417 -97 5444 
2760 -5166 2240 
-293 -1049 9295 
6322 3214 7664 
-4545 7268 -6167 
9094 8331 1692 
-5859 1497 -6811 
3624 8685 3631 
-6020 8020 -565 
3689 -6053 -9878 
8161 -6212 733 
2413 9070 4401 
279 8477 7865 
-653 -6073 9305 
751 -7890 8548 
-7379 4445 660 
-8212 -2988 -5653 
7329 -203 -2505 
-9589 4949 -9443 
6486 8582 3651 
3548 -8606 -2731 
-8660 -2858 -9764 
926 507 -5036 
461 -345 -5634 
-8559 6821 -8120 
7021 9852 1414 
6341 -8743 5398 
-9215 -9918 2383 
-5021 -7368 -5650 
3133 -7968 5670 
-9096 4514 -1730 
6592 1073 1979 
-7721 4306 -1459 
2619 -3940 8471 
660 -2573 -5239 
-9562 22 2920 
-1103 9364 4902 
